Model:	LI-7810
SN:	TG10-01166
Software Version:	2.0.22
Timestamp:	2021-04-08 14:26:25
Timezone:	Europe/Berlin
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag	date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1617891837	233824968	28221	0	2021-04-08	16:23:57	24568.8	584.227	1995.53	40.0062	54.9995	28.0403	43.5672	0.003921	13.6887	54.4998	-99	0.0291609	23.7682	167
DATA	1617891838	233824968	28225	0	2021-04-08	16:23:58	24565.5	582.397	1995.48	40.0062	54.9995	28.0412	43.5674	0.00390135	13.6891	54.4998	-130.25	0.0291609	23.7686	207
DATA	1617891839	233824968	28229	0	2021-04-08	16:23:59	24569.5	583.768	1995.24	40.0058	55.0001	28.0416	43.5672	0.00392211	13.6893	54.4998	-127	0.0291609	23.7682	 43
DATA	1617891840	233824968	28233	0	2021-04-08	16:24:00	24568.9	583.848	1995.53	40.007	54.9997	28.0395	43.567	0.00391517	13.6896	54.4998	-155.5	0.0291609	23.769	 17
DATA	1617891841	233484029	28237	0	2021-04-08	16:24:01	24567.6	582.688	1995.61	40.007	54.9995	28.0412	43.567	0.00389997	13.6895	54.4998	-52.75	0.0291609	23.7686	 71
DATA	1617891842	233484029	28241	0	2021-04-08	16:24:02	24567.1	582.91	1994.96	40.0066	54.9995	28.042	43.567	0.00391444	13.6895	54.4998	-70.5	0.0291609	23.7686	195
DATA	1617891843	233484029	28245	0	2021-04-08	16:24:03	24569	584.056	1995.68	40.0066	55.0001	28.0416	43.567	0.00391413	13.689	54.4998	-308.75	0.0291609	23.7686	232
DATA	1617891844	233484029	28249	0	2021-04-08	16:24:04	24567.9	582.447	1995.64	40.0054	54.9997	28.0383	43.567	0.00390582	13.6894	54.4998	-142	0.0291609	23.7682	  9
DATA	1617891845	233484029	28253	0	2021-04-08	16:24:05	24568.5	583.611	1995.18	40.007	55.0001	28.0383	43.567	0.00390966	13.6896	54.4998	-33	0.0291609	23.769	 80
DATA	1617891846	233484029	28257	0	2021-04-08	16:24:06	24569.2	584.126	1995.83	40.0058	55.0003	28.0387	43.5674	0.00390733	13.6896	54.4998	-179	0.0291609	23.7682	 44
DATA	1617891847	233484029	28261	0	2021-04-08	16:24:07	24568.7	582.752	1995.7	40.0054	55.0001	28.0391	43.5674	0.00390318	13.6895	54.4998	83	0.0291609	23.7678	145
DATA	1617891848	233154058	28265	0	2021-04-08	16:24:08	24567.8	583.836	1995.39	40.007	55.0003	28.0399	43.567	0.00390959	13.6895	54.4998	-169.75	0.0291609	23.769	 65
DATA	1617891849	233154058	28269	0	2021-04-08	16:24:09	24569.5	584.7	1995.36	40.007	55.0001	28.0391	43.567	0.00390356	13.6894	54.4998	-204.25	0.0291609	23.7686	236
DATA	1617891850	233154058	28273	0	2021-04-08	16:24:10	24568.1	583.079	1995.7	40.0058	55.0003	28.0387	43.567	0.00390863	13.6894	54.4998	-120.5	0.0291609	23.7678	 20
DATA	1617891851	233154058	28277	0	2021-04-08	16:24:11	24568	582.939	1995.4	40.0066	55.0001	28.0391	43.567	0.0039142	13.69	54.4998	-13	0.0291609	23.7674	120
DATA	1617891852	233154058	28281	0	2021-04-08	16:24:12	24570.6	584.958	1995.66	40.0062	55.0003	28.0387	43.567	0.00391189	13.6892	54.4998	-199.75	0.0291609	23.7682	142
DATA	1617891853	233154058	28285	0	2021-04-08	16:24:13	24569.6	583.685	1995.69	40.0066	55.0003	28.0391	43.567	0.00390942	13.6898	54.4998	-88	0.0291609	23.7686	211
DATA	1617891854	233154058	28289	0	2021-04-08	16:24:14	24567.8	582.823	1995.28	40.007	55.0003	28.0383	43.5672	0.00391056	13.6899	54.4998	-123.75	0.0291609	23.769	 84
DATA	1617891855	233154058	28293	0	2021-04-08	16:24:15	24571.4	584.801	1995.33	40.0066	55.0003	28.0366	43.5674	0.00391959	13.6894	54.4998	-114.5	0.0291609	23.7678	128
DATA	1617891856	232810974	28297	0	2021-04-08	16:24:16	24569.9	584.134	1995.69	40.0066	55.0001	28.0366	43.5672	0.00390848	13.6891	54.4998	-76.75	0.0291609	23.7682	157
DATA	1617891857	232810974	28301	0	2021-04-08	16:24:17	24568.6	582.545	1995.24	40.0058	55.0001	28.0379	43.567	0.00390231	13.6898	54.4998	-43.75	0.0291609	23.7686	 82
DATA	1617891858	232810974	28305	0	2021-04-08	16:24:18	24571.6	585.772	1995.34	40.0062	55.0003	28.0387	43.567	0.00392317	13.6893	54.4998	-16.25	0.0291609	23.7686	 81
DATA	1617891859	232810974	28309	0	2021-04-08	16:24:19	24570.8	583.331	1995.62	40.0058	55.0003	28.0383	43.567	0.00392205	13.6895	54.4998	-164	0.0291609	23.7678	237
DATA	1617891860	232810974	28313	0	2021-04-08	16:24:20	24569	582.59	1995.59	40.0058	55.0001	28.0395	43.567	0.00391394	13.6892	54.4998	19.25	0.0291609	23.769	 93
DATA	1617891861	232810974	28317	0	2021-04-08	16:24:21	24571.3	585.78	1995.46	40.0054	55.0003	28.0403	43.567	0.00392253	13.6896	54.4998	-136.5	0.0291609	23.7682	 12
DATA	1617891862	232810974	28321	0	2021-04-08	16:24:22	24573.9	584.717	1995.78	40.0066	55.0003	28.0407	43.567	0.00392251	13.6899	54.4998	-77.75	0.0291609	23.7686	 92
DATA	1617891863	232475996	28325	0	2021-04-08	16:24:23	24569.1	583.31	1995.55	40.0066	55.0003	28.0395	43.5674	0.00391451	13.6896	54.4998	-149.75	0.0291609	23.7686	145
DATA	1617891864	232475996	28329	0	2021-04-08	16:24:24	24571.5	584.211	1995.26	40.0054	55.0003	28.0412	43.5674	0.00390783	13.6897	54.4998	-161.25	0.0291609	23.7682	175
DATA	1617891865	232475996	28333	0	2021-04-08	16:24:25	24572.2	585.435	1995.74	40.0058	55.0003	28.0399	43.567	0.0039161	13.6889	54.4998	-296.5	0.0291609	23.7686	 54
DATA	1617891866	232475996	28337	0	2021-04-08	16:24:26	24570.9	583.248	1995.49	40.007	55.0003	28.037	43.567	0.00392675	13.6893	54.4998	-11.25	0.0291609	23.7686	252
DATA	1617891867	232475996	28341	0	2021-04-08	16:24:27	24571.5	583.742	1995.29	40.0062	55.0003	28.037	43.567	0.00391925	13.6902	54.4998	122.25	0.0291609	23.769	233
DATA	1617891868	232475996	28345	0	2021-04-08	16:24:28	24574.8	585.01	1995.73	40.0062	55.0003	28.0387	43.567	0.00392212	13.6896	54.4998	-131.5	0.0291609	23.7686	 36
DATA	1617891869	232475996	28349	0	2021-04-08	16:24:29	24571.7	583.205	1995.55	40.007	55.0003	28.0391	43.567	0.003913	13.689	54.4998	-81.75	0.0291609	23.7686	150
DATA	1617891870	232475996	28353	0	2021-04-08	16:24:30	24572.3	584.13	1995.36	40.0054	55.0003	28.0387	43.567	0.00393339	13.6888	54.4998	-235.5	0.0291609	23.7678	 34
DATA	1617891871	232130050	28357	0	2021-04-08	16:24:31	24572.2	584.965	1995.65	40.0062	55.0003	28.0383	43.5672	0.00392073	13.6895	54.4998	-104.75	0.0291609	23.7686	160
DATA	1617891872	232130050	28361	0	2021-04-08	16:24:32	24570.6	583.967	1995.45	40.007	55.0003	28.0383	43.5674	0.00391732	13.6898	54.4998	-200	0.0291609	23.7694	213
DATA	1617891873	232130050	28365	0	2021-04-08	16:24:33	24573.5	584.125	1995.13	40.0062	55.0003	28.0383	43.5672	0.00394069	13.6892	54.4998	-107.25	0.0291609	23.7682	146
DATA	1617891874	232130050	28369	0	2021-04-08	16:24:34	24573.6	584.808	1995.42	40.007	55.0003	28.0383	43.567	0.00392555	13.6891	54.4998	-170.5	0.0291609	23.7682	 11
DATA	1617891875	232130050	28373	0	2021-04-08	16:24:35	24572.5	582.454	1995.48	40.0058	55.0003	28.0387	43.567	0.00392325	13.6898	54.4998	-142.75	0.0291609	23.7682	121
DATA	1617891876	232130050	28377	0	2021-04-08	16:24:36	24571.2	583.292	1995.12	40.0066	55.0003	28.0375	43.567	0.00391459	13.6892	54.4998	55.5	0.0291609	23.7686	227
DATA	1617891877	232130050	28381	0	2021-04-08	16:24:37	24574.5	585.556	1995.48	40.007	55.0003	28.0387	43.567	0.00391935	13.6892	54.4998	-163.25	0.0291609	23.7694	 79
DATA	1617891878	231787919	28385	0	2021-04-08	16:24:38	24574.5	582.674	1995.64	40.0062	55.0003	28.037	43.567	0.00393206	13.6893	54.4998	-168.75	0.0291609	23.7694	109
DATA	1617891879	231787919	28389	0	2021-04-08	16:24:39	24571.9	583.028	1995.26	40.0066	55.0003	28.0379	43.567	0.00393089	13.6891	54.4998	-110.75	0.0291609	23.7678	165
DATA	1617891880	231787919	28393	0	2021-04-08	16:24:40	24575.2	585.393	1995.35	40.007	55.0003	28.037	43.5674	0.00392133	13.69	54.4998	-40.25	0.0291609	23.769	125
DATA	1617891881	231787919	28397	0	2021-04-08	16:24:41	24573.8	583.951	1995.56	40.0054	55.0003	28.037	43.5674	0.00392243	13.6896	54.4998	-102.75	0.0291609	23.7686	147
DATA	1617891882	231787919	28401	0	2021-04-08	16:24:42	24572.1	583.223	1995.2	40.0058	55.0003	28.0379	43.567	0.00391974	13.6892	54.4998	80	0.0291609	23.7694	 90
DATA	1617891883	231787919	28405	0	2021-04-08	16:24:43	24574.4	583.779	1995.47	40.0066	55.0003	28.0375	43.567	0.0039234	13.6901	54.4998	-84.25	0.0291609	23.7686	 43
DATA	1617891884	231787919	28409	0	2021-04-08	16:24:44	24573.6	584.303	1995.7	40.0066	55.0003	28.0379	43.567	0.00393254	13.6895	54.4998	-161	0.0291609	23.769	149
DATA	1617891885	231787919	28413	0	2021-04-08	16:24:45	24572.8	583.113	1995.34	40.0058	55.0003	28.0379	43.567	0.0039267	13.6889	54.4998	-247	0.0291609	23.7682	204
DATA	1617891886	231448888	28417	0	2021-04-08	16:24:46	24577.8	585.781	1995.6	40.0066	55.0003	28.0354	43.567	0.00393289	13.6894	54.4998	-168.25	0.0291609	23.7686	120
DATA	1617891887	231448888	28421	0	2021-04-08	16:24:47	24574.7	584.121	1995.37	40.0058	55.0003	28.0358	43.5674	0.00391925	13.6895	54.4998	-143	0.0291609	23.7682	 45
DATA	1617891888	231448888	28425	0	2021-04-08	16:24:48	24574.8	582.662	1995.36	40.0054	55.0003	28.0362	43.5674	0.00391756	13.6892	54.4998	2	0.0291609	23.769	109
DATA	1617891889	231448888	28429	0	2021-04-08	16:24:49	24575.8	585.137	1995.38	40.0058	55.0003	28.0379	43.5674	0.00392457	13.6901	54.4998	-113	0.0291609	23.7682	 57
DATA	1617891890	231448888	28433	0	2021-04-08	16:24:50	24577.2	584.632	1995.64	40.0066	55.0003	28.0379	43.567	0.00393272	13.6891	54.4998	-87	0.0291609	23.769	150
DATA	1617891891	231448888	28437	0	2021-04-08	16:24:51	24576.3	582.729	1995.36	40.0054	55.0003	28.037	43.567	0.00391131	13.6896	54.4998	11.25	0.0291609	23.7682	237
DATA	1617891892	231448888	28441	0	2021-04-08	16:24:52	24576.9	585.396	1995.65	40.0058	55.0003	28.037	43.567	0.00392754	13.6894	54.4998	-137	0.0291609	23.7682	212
DATA	1617891893	231115102	28445	0	2021-04-08	16:24:53	24576.9	584.875	1995.81	40.0066	55.0003	28.0362	43.567	0.003916	13.6895	54.4998	-163	0.0291609	23.769	 79
DATA	1617891894	231115102	28449	0	2021-04-08	16:24:54	24576	583.127	1995.48	40.0062	55.0003	28.0375	43.567	0.00391047	13.6897	54.4998	-100.75	0.0291609	23.769	222
DATA	1617891895	231115102	28453	0	2021-04-08	16:24:55	24577.5	585.37	1995.3	40.0054	55.0003	28.0354	43.567	0.00393311	13.6895	54.4998	-151.75	0.0291609	23.7678	 12
DATA	1617891896	231115102	28457	0	2021-04-08	16:24:56	24578.3	584.97	1995.86	40.0062	55.0003	28.035	43.5672	0.00391605	13.6893	54.5	-166.25	0.0291609	23.7678	168
DATA	1617891897	231115102	28461	0	2021-04-08	16:24:57	24575.6	583.018	1995.49	40.0058	55.0003	28.035	43.5672	0.00390329	13.6895	54.4998	-110.25	0.0291609	23.7678	115
DATA	1617891898	231115102	28465	0	2021-04-08	16:24:58	24578.1	585.212	1995.36	40.0062	55.0003	28.035	43.5674	0.00394137	13.6894	54.5	-140.5	0.0291609	23.7686	149
DATA	1617891899	231115102	28469	0	2021-04-08	16:24:59	24578.7	585.908	1995.83	40.0066	55.0003	28.0354	43.567	0.00393248	13.6892	54.4998	-100.25	0.0291609	23.7686	138
DATA	1617891900	231115102	28473	0	2021-04-08	16:25:00	24577	583.979	1995.5	40.0062	55.0003	28.035	43.567	0.00392153	13.6888	54.5002	-59.5	0.0291609	23.7686	 44
DATA	1617891901	230777025	28477	0	2021-04-08	16:25:01	24578.1	584.249	1995.52	40.0066	55.0003	28.035	43.567	0.00392681	13.6892	54.5	-35.25	0.0291609	23.7686	107
DATA	1617891902	230777025	28481	0	2021-04-08	16:25:02	24578.7	585.772	1995.75	40.007	55.0003	28.0354	43.567	0.00391127	13.6892	54.5002	-136.25	0.0291609	23.769	253
DATA	1617891903	230777025	28485	0	2021-04-08	16:25:03	24577.6	583.924	1995.58	40.0066	55.0003	28.0358	43.567	0.00392827	13.6896	54.5004	-63.5	0.0291609	23.7686	 24
DATA	1617891904	230777025	28489	0	2021-04-08	16:25:04	24574.8	583.918	1995.29	40.0062	55.0003	28.035	43.5672	0.00391703	13.6901	54.5005	-73.5	0.0291609	23.7678	  2
DATA	1617891905	230777025	28493	0	2021-04-08	16:25:05	24578.2	585.721	1995.83	40.0058	55.0003	28.0358	43.5672	0.00392684	13.6899	54.5005	-125.5	0.0291609	23.7686	122
DATA	1617891906	230777025	28497	0	2021-04-08	16:25:06	24577.8	584.356	1995.67	40.0066	55.0003	28.0358	43.5672	0.00394132	13.6893	54.5005	-42.25	0.0291609	23.769	 68
DATA	1617891907	230777025	28501	0	2021-04-08	16:25:07	24577.3	583.967	1995.3	40.0058	55.0003	28.0354	43.567	0.00393187	13.6895	54.5005	-164	0.0291609	23.7686	171
DATA	1617891908	230442047	28505	0	2021-04-08	16:25:08	24579.5	585.817	1995.84	40.0058	55.0003	28.035	43.567	0.00392472	13.6888	54.5005	6	0.0291609	23.7686	 27
DATA	1617891909	230442047	28509	0	2021-04-08	16:25:09	24579.2	583.283	1995.67	40.007	55.0003	28.0362	43.567	0.00392594	13.6894	54.5005	-37.5	0.0291609	23.769	168
DATA	1617891910	230442047	28513	0	2021-04-08	16:25:10	24575.9	584.442	1995.52	40.0091	55.0003	28.0362	43.567	0.00388706	13.6894	54.5005	17.25	0.0291609	23.7686	249
DATA	1617891911	230442047	28517	0	2021-04-08	16:25:11	24578.7	585.414	1995.72	40.0075	55.0003	28.0358	43.567	0.0038847	13.6893	54.5005	-44.25	0.0291609	23.7678	  4
DATA	1617891912	230442047	28521	0	2021-04-08	16:25:12	24578.1	585.097	1995.66	40.0079	55.0003	28.0354	43.567	0.00389524	13.6894	54.5005	101	0.0291609	23.7678	159
DATA	1617891913	230442047	28525	0	2021-04-08	16:25:13	24576.5	584.097	1995.3	40.007	55.0003	28.0379	43.5674	0.00389284	13.6896	54.5005	-92.75	0.0291609	23.7682	 15
DATA	1617891914	230442047	28529	0	2021-04-08	16:25:14	24578.8	586.256	1995.69	40.0079	55.0003	28.0375	43.5674	0.00388329	13.6885	54.5005	133.25	0.0291609	23.7678	134
DATA	1617891915	230442047	28533	0	2021-04-08	16:25:15	24577.7	584.514	1995.82	40.007	55.0003	28.0407	43.5674	0.0038773	13.6887	54.5005	-186	0.0291609	23.769	113
DATA	1617891916	230102062	28537	0	2021-04-08	16:25:16	24579.1	584.324	1995.34	40.0087	55.0003	28.0395	43.567	0.00388437	13.6899	54.5005	-28.5	0.0291609	23.7686	 10
DATA	1617891917	230102062	28541	0	2021-04-08	16:25:17	24580.5	585.09	1995.56	40.0083	55.0003	28.0407	43.567	0.00388766	13.6893	54.5005	-43.25	0.0291609	23.7678	253
DATA	1617891918	230102062	28545	0	2021-04-08	16:25:18	24578.9	584.888	1995.79	40.0087	55.0003	28.0399	43.567	0.00388272	13.6893	54.5005	-209.25	0.0291609	23.7686	138
DATA	1617891919	230102062	28549	0	2021-04-08	16:25:19	24577.8	583.62	1995.41	40.0079	55.0003	28.0407	43.567	0.00390897	13.69	54.5005	-104.75	0.0291609	23.7686	211
DATA	1617891920	230102062	28553	0	2021-04-08	16:25:20	24579.9	586.073	1995.63	40.0083	55.0003	28.0407	43.567	0.00389024	13.6885	54.5005	-131	0.0291609	23.769	136
DATA	1617891921	230102062	28557	0	2021-04-08	16:25:21	24580.8	586.062	1995.78	40.0079	55.0003	28.0412	43.5672	0.00388017	13.6896	54.5005	14.25	0.0291609	23.7686	 44
DATA	1617891922	230102062	28561	0	2021-04-08	16:25:22	24579.7	583.625	1995.48	40.0075	55.0003	28.0403	43.5674	0.0038891	13.6891	54.5005	-99.5	0.0291609	23.7686	  2
DATA	1617891923	229765892	28565	0	2021-04-08	16:25:23	24581.5	585.706	1995.47	40.0083	55.0003	28.0412	43.5674	0.00388652	13.6897	54.5005	46	0.0291609	23.7686	194
DATA	1617891924	229765892	28569	0	2021-04-08	16:25:24	24583.3	585.625	1995.83	40.0079	55.0003	28.0403	43.567	0.00388195	13.6889	54.5005	-249.5	0.0291609	23.7682	 93
DATA	1617891925	229765892	28573	0	2021-04-08	16:25:25	24579.9	583.668	1995.77	40.0079	55.0003	28.0399	43.567	0.00389007	13.689	54.5005	-160	0.0291609	23.7682	209
DATA	1617891926	229765892	28577	0	2021-04-08	16:25:26	24582.5	585.838	1995.53	40.0091	55.0003	28.0407	43.567	0.00390222	13.6892	54.5005	-191	0.0291609	23.7678	234
DATA	1617891927	229765892	28581	0	2021-04-08	16:25:27	24583.6	586.281	1995.62	40.007	55.0003	28.0407	43.567	0.00390256	13.6894	54.5005	25.25	0.0291609	23.7678	236
DATA	1617891928	229765892	28585	0	2021-04-08	16:25:28	24580.2	584.069	1995.38	40.0087	55.0003	28.0399	43.567	0.00388588	13.6892	54.5005	-72.25	0.0291609	23.769	 56
DATA	1617891929	229765892	28589	0	2021-04-08	16:25:29	24580	585.807	1995.6	40.0075	55.0003	28.0412	43.567	0.00390181	13.6891	54.5005	-46.75	0.0291609	23.7678	194
DATA	1617891930	229765892	28593	0	2021-04-08	16:25:30	24583.3	585.336	1995.7	40.007	55.0003	28.0412	43.567	0.00388272	13.6898	54.5005	-230.75	0.0291609	23.7678	 20
DATA	1617891931	229418039	28597	0	2021-04-08	16:25:31	24581.7	584.248	1995.51	40.0066	55.0003	28.0391	43.5674	0.0038962	13.6893	54.5005	-160.5	0.0291609	23.7686	 66
DATA	1617891932	229418039	28601	0	2021-04-08	16:25:32	24583.7	585.56	1995.65	40.007	55.0003	28.0391	43.5672	0.00389569	13.6898	54.5005	-40.5	0.0291609	23.7682	222
DATA	1617891933	229418039	28605	0	2021-04-08	16:25:33	24581.4	586.213	1995.71	40.0083	55.0003	28.0383	43.567	0.0038932	13.6898	54.5005	-152.75	0.0291609	23.7678	 60
DATA	1617891934	229418039	28609	0	2021-04-08	16:25:34	24579.5	584.15	1995.73	40.0079	55.0003	28.0383	43.567	0.00388823	13.689	54.5005	99.25	0.0291609	23.769	144
DATA	1617891935	229418039	28613	0	2021-04-08	16:25:35	24580.7	585.609	1995.34	40.0079	55.0003	28.0383	43.567	0.00389891	13.6894	54.5005	-164.75	0.0291609	23.769	 83
DATA	1617891936	229418039	28617	0	2021-04-08	16:25:36	24582.9	585.477	1995.73	40.0083	55.0003	28.037	43.567	0.00388957	13.6896	54.5005	-19.25	0.0291609	23.7694	 44
DATA	1617891937	229418039	28621	0	2021-04-08	16:25:37	24581	584.839	1995.78	40.0091	55.0003	28.037	43.567	0.00388516	13.6891	54.5005	-49.5	0.0291609	23.7686	138
DATA	1617891938	229079008	28625	0	2021-04-08	16:25:38	24581.6	585.467	1995.31	40.0083	55.0003	28.0383	43.5674	0.00390683	13.6892	54.5005	-39.5	0.0291609	23.7682	 73
DATA	1617891939	229079008	28629	0	2021-04-08	16:25:39	24581.5	586.501	1995.93	40.0083	55.0003	28.0403	43.5674	0.00390014	13.689	54.5005	-204.75	0.0291609	23.7682	104
DATA	1617891940	229079008	28633	0	2021-04-08	16:25:40	24581	584.56	1995.61	40.0079	55.0003	28.0391	43.5674	0.00389945	13.6888	54.5005	-19.25	0.0291609	23.7694	231
DATA	1617891941	229079008	28637	0	2021-04-08	16:25:41	24580.2	585.04	1995.44	40.007	55.0003	28.0387	43.567	0.00390891	13.6896	54.5005	-236.5	0.0291609	23.769	161
DATA	1617891942	229079008	28641	0	2021-04-08	16:25:42	24581.9	587.202	1995.8	40.0087	55.0003	28.037	43.567	0.00389424	13.6891	54.5005	-126.75	0.0291609	23.7686	 13
DATA	1617891943	229079008	28645	0	2021-04-08	16:25:43	24581.4	584.506	1995.81	40.0075	55.0003	28.0375	43.567	0.0038974	13.69	54.5005	-51.5	0.0291609	23.7686	115
DATA	1617891944	229079008	28649	0	2021-04-08	16:25:44	24580.4	585.94	1995.36	40.0075	55.0003	28.035	43.567	0.00390584	13.6897	54.5005	38.25	0.0291609	23.769	134
DATA	1617891945	229079008	28653	0	2021-04-08	16:25:45	24583.8	586.269	1995.78	40.0075	55.0003	28.0358	43.5672	0.00389452	13.6896	54.5005	-124	0.0291609	23.7686	 41
DATA	1617891946	228740930	28657	0	2021-04-08	16:25:46	24581.7	584.698	1995.78	40.0083	55.0003	28.035	43.5674	0.00389908	13.6896	54.5005	-56	0.0291609	23.7682	205
DATA	1617891947	228740930	28661	0	2021-04-08	16:25:47	24579.6	583.925	1995.49	40.007	55.0003	28.0358	43.5674	0.00389582	13.6895	54.5005	-79	0.0291609	23.7674	205
DATA	1617891948	228740930	28665	0	2021-04-08	16:25:48	24581	586.577	1995.55	40.0075	55.0003	28.035	43.5674	0.00389475	13.6891	54.5005	-86	0.0291609	23.7686	102
DATA	1617891949	228740930	28669	0	2021-04-08	16:25:49	24580.1	585.062	1995.69	40.0083	55.0003	28.0362	43.5672	0.00389329	13.6895	54.5005	-124	0.0291609	23.7682	 26
DATA	1617891950	228740930	28673	0	2021-04-08	16:25:50	24581.4	585.458	1995.28	40.0091	55.0003	28.035	43.567	0.00388398	13.6889	54.5005	-69.5	0.0291609	23.7682	234
DATA	1617891951	228740930	28677	0	2021-04-08	16:25:51	24581.9	586.383	1995.67	40.007	55.0003	28.0362	43.567	0.00390255	13.6903	54.5005	-73	0.0291609	23.769	 65
DATA	1617891952	228740930	28681	0	2021-04-08	16:25:52	24580.9	585.546	1995.66	40.007	55.0003	28.037	43.567	0.0039042	13.6899	54.5005	15.5	0.0291609	23.7682	 70
DATA	1617891953	228409051	28685	0	2021-04-08	16:25:53	24580.3	584.028	1995.49	40.0083	55.0003	28.0366	43.567	0.00387708	13.6893	54.5005	-34.5	0.0291609	23.7686	 17
DATA	1617891954	228409051	28689	0	2021-04-08	16:25:54	24582.5	586.143	1995.69	40.0087	55.0003	28.0375	43.567	0.00389281	13.6899	54.5005	-37.75	0.0291609	23.769	 42
DATA	1617891955	228409051	28693	0	2021-04-08	16:25:55	24579.7	585.68	1995.69	40.0083	55.0003	28.0375	43.5672	0.00389151	13.6891	54.5005	-30.25	0.0291609	23.769	 26
DATA	1617891956	228409051	28697	0	2021-04-08	16:25:56	24579.6	584.169	1995.63	40.0079	55.0003	28.0383	43.5674	0.00389412	13.6894	54.5005	-118	0.0291609	23.7686	 42
DATA	1617891957	228409051	28701	0	2021-04-08	16:25:57	24581.7	586.108	1995.57	40.0083	55.0003	28.0379	43.5674	0.00390255	13.6892	54.5005	-45	0.0291609	23.7678	225
DATA	1617891958	228409051	28705	0	2021-04-08	16:25:58	24582.3	586.326	1995.8	40.0075	55.0003	28.0379	43.567	0.00389685	13.6893	54.5005	-34.5	0.0291609	23.769	186
DATA	1617891959	228409051	28709	0	2021-04-08	16:25:59	24579.7	584.79	1995.66	40.0079	55.0003	28.0366	43.567	0.00390443	13.6895	54.5005	-92	0.0291609	23.7686	153
DATA	1617891960	228409051	28713	0	2021-04-08	16:26:00	24583.2	585.835	1995.49	40.0087	55.0003	28.0375	43.567	0.00389771	13.6885	54.5005	36.25	0.0291609	23.7682	 19
DATA	1617891961	228066921	28717	0	2021-04-08	16:26:01	24582.5	585.654	1995.81	40.0083	55.0003	28.0391	43.5672	0.00390779	13.6891	54.5005	42.25	0.0291609	23.7678	 70
DATA	1617891962	228066921	28721	0	2021-04-08	16:26:02	24579.9	584.815	1995.61	40.0087	55.0003	28.0375	43.5672	0.00390055	13.6897	54.5005	-64	0.0291609	23.7682	223
DATA	1617891963	228066921	28725	0	2021-04-08	16:26:03	24583	586.492	1995.56	40.0083	55.0003	28.0375	43.5672	0.00389958	13.6898	54.5005	-131.75	0.0291609	23.7682	 86
DATA	1617891964	228066921	28729	0	2021-04-08	16:26:04	24583.2	586.336	1995.89	40.0079	55.0003	28.0379	43.5674	0.00391356	13.6888	54.5005	-49	0.0291609	23.7678	253
DATA	1617891965	228066921	28733	0	2021-04-08	16:26:05	24581.3	584.864	1995.59	40.0075	55.0003	28.037	43.5674	0.00389654	13.689	54.5005	-91.25	0.0291609	23.7686	 31
DATA	1617891966	228066921	28737	0	2021-04-08	16:26:06	24582.7	586.921	1995.5	40.007	55.0003	28.0362	43.5672	0.00391066	13.6887	54.5005	-99	0.0291609	23.769	 81
DATA	1617891967	228066921	28741	0	2021-04-08	16:26:07	24583.3	586.297	1995.89	40.0075	55.0003	28.037	43.567	0.00389919	13.6895	54.5005	-34.75	0.0291609	23.7686	 48
DATA	1617891968	227726936	28745	0	2021-04-08	16:26:08	24583	585.755	1995.55	40.0083	55.0003	28.0358	43.567	0.00390439	13.6893	54.5005	83.75	0.0291609	23.769	158
DATA	1617891969	227726936	28749	0	2021-04-08	16:26:09	24583.7	586.369	1995.31	40.0075	55.0003	28.0354	43.567	0.00391327	13.6889	54.5005	-134	0.0291609	23.7682	245
DATA	1617891970	227726936	28753	0	2021-04-08	16:26:10	24583.6	586.509	1995.82	40.0079	55.0003	28.037	43.567	0.00391069	13.6896	54.5007	-172.75	0.0291609	23.7686	 86
DATA	1617891971	227726936	28757	0	2021-04-08	16:26:11	24582	585.437	1995.62	40.0091	55.0003	28.0362	43.567	0.00391362	13.6901	54.5005	45.75	0.0291609	23.7682	170
DATA	1617891972	227726936	28761	0	2021-04-08	16:26:12	24584.2	586.616	1995.51	40.0075	55.0003	28.037	43.5674	0.00391965	13.6898	54.5011	-164	0.0291609	23.769	181
DATA	1617891973	227726936	28765	0	2021-04-08	16:26:13	24587.5	587.163	1996.01	40.0079	55.0003	28.035	43.5674	0.00390473	13.69	54.5013	-86	0.0291609	23.7721	 70
DATA	1617891974	227726936	28769	0	2021-04-08	16:26:14	24583.4	584.996	1995.63	40.0075	55.0003	28.0354	43.5672	0.00392208	13.6889	54.5013	-22.5	0.0291609	23.7725	 82
DATA	1617891975	227726936	28773	0	2021-04-08	16:26:15	24585.7	585.797	1995.41	40.0079	55.0003	28.0358	43.567	0.003903	13.6888	54.5009	7.75	0.0291609	23.7721	154
DATA	1617891976	227391004	28777	0	2021-04-08	16:26:16	24586.5	588.022	1995.7	40.0083	55.0003	28.0358	43.567	0.00391968	13.6888	54.5005	-70.75	0.0291609	23.7713	 27
DATA	1617891977	227391004	28781	0	2021-04-08	16:26:17	24583.7	584.785	1995.69	40.0079	55.0003	28.035	43.567	0.00392508	13.6894	54.5005	86.75	0.0291609	23.769	202
