Model:	LI-7810
SN:	TG10-01166
Software Version:	2.0.22
Timestamp:	2021-04-08 14:26:25
Timezone:	Europe/Berlin
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag	date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1617887364	185605049	10328	0	2021-04-08	15:09:24	21238.4	488.882	2005.98	39.8347	55.001	28.7906	43.5962	0.00361863	13.7046	54.5005	-101.75	0.0583166	23.7721	108
DATA	1617887365	185605049	10332	0	2021-04-08	15:09:25	21243.8	489.53	2005.96	39.8351	55.0014	28.7906	43.5962	0.00359735	13.7041	54.5005	-192.75	0.0583166	23.7721	103
DATA	1617887366	185605049	10336	0	2021-04-08	15:09:26	21253.7	491.282	2006.39	39.8355	55.0018	28.7889	43.5962	0.00361253	13.7041	54.5013	-224.75	0.0583166	23.7741	155
DATA	1617887367	185605049	10340	0	2021-04-08	15:09:27	21260.7	491.801	2006.2	39.8343	55.0018	28.7865	43.5965	0.00361817	13.7037	54.5013	-335.75	0.0583166	23.7776	105
DATA	1617887368	185605049	10344	0	2021-04-08	15:09:28	21269.8	490.665	2006.06	39.8339	55.0018	28.784	43.5963	0.00360851	13.7035	54.5013	-287.25	0.0583166	23.7772	120
DATA	1617887369	185605049	10348	0	2021-04-08	15:09:29	21275	489.637	2005.88	39.8347	55.0018	28.7811	43.5962	0.00362465	13.704	54.5013	-227.5	0.0583166	23.7784	235
DATA	1617887370	185605049	10352	0	2021-04-08	15:09:30	21283.2	488.79	2006.13	39.8343	55.0018	28.7811	43.5962	0.00364677	13.7034	54.5005	-187.25	0.0583166	23.7768	105
DATA	1617887371	185270071	10356	0	2021-04-08	15:09:31	21292.1	489.963	2006.32	39.8351	55.001	28.7803	43.5962	0.00363641	13.7035	54.5005	-225	0.0583166	23.7753	184
DATA	1617887372	185270071	10360	0	2021-04-08	15:09:32	21301	491.475	2006.39	39.8359	55.001	28.7783	43.5962	0.00362634	13.7039	54.5004	16.25	0.0583166	23.7729	151
DATA	1617887373	185270071	10364	0	2021-04-08	15:09:33	21306.3	491.275	2006.24	39.8359	55.001	28.7783	43.5962	0.00363478	13.7035	54.4998	-157.25	0.0583166	23.7729	118
DATA	1617887374	185270071	10368	0	2021-04-08	15:09:34	21307.4	489.604	2005.83	39.8368	55.0006	28.7791	43.5962	0.00361361	13.7034	54.4998	-113.5	0.0583166	23.7729	115
DATA	1617887375	185270071	10372	0	2021-04-08	15:09:35	21310.5	489.187	2005.95	39.8359	55.0003	28.777	43.5962	0.00361036	13.7038	54.4998	-151.25	0.0583166	23.7733	112
DATA	1617887376	185270071	10376	0	2021-04-08	15:09:36	21322.5	490.027	2006.08	39.8355	55.0003	28.7758	43.5958	0.00362135	13.7038	54.4998	-253	0.057756	23.7737	224
DATA	1617887377	185270071	10380	0	2021-04-08	15:09:37	21341	490.483	2006.31	39.8368	55.0003	28.775	43.5948	0.00362242	13.7032	54.4998	-261.25	0.0568216	23.7725	  0
DATA	1617887378	185270071	10384	0	2021-04-08	15:09:38	21355.8	491.119	2006.38	39.8372	55.0003	28.7741	43.5947	0.00363913	13.7032	54.4998	-281.75	0.0568216	23.7733	171
DATA	1617887379	184931993	10388	0	2021-04-08	15:09:39	21364.4	490.558	2005.94	39.8355	55.0003	28.7725	43.5947	0.00363842	13.7023	54.4998	-196.75	0.0568216	23.7729	210
DATA	1617887380	184931993	10392	0	2021-04-08	15:09:40	21365.2	490.01	2005.93	39.8368	55.0003	28.7696	43.5947	0.0036332	13.7032	54.4998	-313.5	0.0568216	23.7729	 12
DATA	1617887381	184931993	10396	0	2021-04-08	15:09:41	21364.1	489.34	2005.88	39.8359	55.0003	28.7671	43.5947	0.00363682	13.7033	54.4998	-345.75	0.0568216	23.7725	143
DATA	1617887382	184931993	10400	0	2021-04-08	15:09:42	21365.5	489.316	2006.06	39.8359	55.0003	28.7634	43.5947	0.00363531	13.7027	54.4998	-240.5	0.0568216	23.7729	116
DATA	1617887383	184931993	10404	0	2021-04-08	15:09:43	21366.4	490.646	2006.24	39.8359	55.0003	28.7606	43.5947	0.0036443	13.7029	54.4998	-372	0.0568216	23.7729	235
DATA	1617887384	184931993	10408	0	2021-04-08	15:09:44	21367.6	490.688	2006.08	39.8363	55.0003	28.7589	43.595	0.00364519	13.7026	54.4998	-270.25	0.0568216	23.7729	146
DATA	1617887385	184931993	10412	0	2021-04-08	15:09:45	21370.9	490.457	2006.12	39.8368	55.0003	28.7556	43.595	0.00363066	13.7027	54.4998	-270.75	0.0568216	23.7725	126
DATA	1617887386	184595108	10416	0	2021-04-08	15:09:46	21381.9	490.259	2005.92	39.8355	55.0003	28.7532	43.5947	0.00364412	13.7022	54.4998	-280	0.0568216	23.7729	 21
DATA	1617887387	184595108	10420	0	2021-04-08	15:09:47	21398	489.717	2006.21	39.8359	55.0003	28.7495	43.5947	0.00363059	13.7026	54.4998	-302.25	0.0568216	23.7733	 84
DATA	1617887388	184595108	10424	0	2021-04-08	15:09:48	21407.3	490.545	2006.31	39.8368	55.0003	28.7474	43.5947	0.00363053	13.7025	54.4998	-270.25	0.0568216	23.7733	164
DATA	1617887389	184595108	10428	0	2021-04-08	15:09:49	21409.4	491.608	2006.19	39.8355	55.0006	28.7449	43.5947	0.00365367	13.702	54.4998	-255.75	0.0568216	23.7721	143
DATA	1617887390	184595108	10432	0	2021-04-08	15:09:50	21407.4	491.419	2006.33	39.8359	55.001	28.7433	43.5947	0.00364503	13.7024	54.4998	-208	0.0568216	23.7725	207
DATA	1617887391	184595108	10436	0	2021-04-08	15:09:51	21406.3	490.028	2005.95	39.8359	55.001	28.7416	43.5947	0.00365177	13.7024	54.4998	-313.5	0.0568216	23.7729	 66
DATA	1617887392	184595108	10440	0	2021-04-08	15:09:52	21409.9	488.75	2005.97	39.8359	55.001	28.74	43.5943	0.0036457	13.7025	54.4998	-88	0.056074	23.7729	197
DATA	1617887393	184595108	10444	0	2021-04-08	15:09:53	21420.7	489.862	2006.09	39.8376	55.001	28.7371	43.5932	0.00362414	13.7026	54.4998	-187.25	0.0553265	23.7733	117
DATA	1617887394	184257984	10448	0	2021-04-08	15:09:54	21436.2	490.199	2006.26	39.8372	55.001	28.7355	43.5932	0.0036248	13.7023	54.4998	-267.5	0.0553265	23.7729	 30
DATA	1617887395	184257984	10452	0	2021-04-08	15:09:55	21454.1	491.079	2006.36	39.838	55.001	28.7347	43.5932	0.00363123	13.7017	54.4998	-205.25	0.0553265	23.7721	 57
DATA	1617887396	184257984	10456	0	2021-04-08	15:09:56	21465.4	490.155	2006.04	39.8388	55.001	28.7322	43.5932	0.00362402	13.7017	54.4998	-186	0.0553265	23.7733	223
DATA	1617887397	184257984	10460	0	2021-04-08	15:09:57	21477.2	489.764	2006.07	39.8384	55.0012	28.7305	43.5932	0.00363169	13.7015	54.4998	-145.75	0.0553265	23.7729	192
DATA	1617887398	184257984	10464	0	2021-04-08	15:09:58	21485.8	488.896	2006.22	39.838	55.0016	28.7277	43.5932	0.0036362	13.7025	54.4998	-250.75	0.0553265	23.7737	106
DATA	1617887399	184257984	10468	0	2021-04-08	15:09:59	21492.3	489.756	2006.17	39.8376	55.0018	28.726	43.5932	0.00364479	13.7022	54.5002	-181	0.0553265	23.7733	240
DATA	1617887400	184257984	10472	0	2021-04-08	15:10:00	21500.8	489.618	2006.55	39.8384	55.0018	28.7219	43.5932	0.00364857	13.7022	54.5005	-317.25	0.0553265	23.7733	138
DATA	1617887401	183917045	10476	0	2021-04-08	15:10:01	21506.1	491.416	2006.5	39.8384	55.0018	28.7198	43.5934	0.00367019	13.7018	54.5005	-263.75	0.0553265	23.7733	 80
DATA	1617887402	183917045	10480	0	2021-04-08	15:10:02	21506.4	490.46	2006.24	39.8376	55.001	28.7174	43.5934	0.00368292	13.7019	54.5005	-392.5	0.0553265	23.7733	227
DATA	1617887403	183917045	10484	0	2021-04-08	15:10:03	21500.3	488.864	2006.13	39.8384	55.001	28.7145	43.5932	0.0036315	13.7011	54.5005	-148	0.0553265	23.7733	114
DATA	1617887404	183917045	10488	0	2021-04-08	15:10:04	21495.3	488.83	2006.38	39.8388	55.001	28.712	43.5932	0.003634	13.702	54.5005	-307	0.0553265	23.7725	190
DATA	1617887405	183917045	10492	0	2021-04-08	15:10:05	21496	489.242	2006.67	39.84	55.001	28.7124	43.5932	0.00363884	13.7014	54.5005	-3	0.0553265	23.7725	140
DATA	1617887406	183917045	10496	0	2021-04-08	15:10:06	21503.4	490.099	2006.67	39.8405	55.0003	28.7116	43.5932	0.00363238	13.7017	54.5005	-396.75	0.0553265	23.7729	140
DATA	1617887407	183917045	10500	0	2021-04-08	15:10:07	21512	490.441	2006.23	39.8405	55.0003	28.7071	43.5932	0.00363027	13.7013	54.5005	-308.25	0.0553265	23.7729	249
DATA	1617887408	183917045	10504	0	2021-04-08	15:10:08	21520.9	489.583	2006.17	39.84	55.0003	28.7059	43.5932	0.00363988	13.7009	54.5005	-278.75	0.0551396	23.7729	 59
DATA	1617887409	183578014	10508	0	2021-04-08	15:10:09	21528.5	488.669	2006.11	39.84	55.0003	28.7017	43.5924	0.00363926	13.701	54.5005	-105.5	0.054579	23.7733	135
DATA	1617887410	183578014	10512	0	2021-04-08	15:10:10	21530.9	489	2006.41	39.8396	55.0003	28.6997	43.5924	0.00364142	13.7008	54.5005	-290.5	0.054579	23.7737	 85
DATA	1617887411	183578014	10516	0	2021-04-08	15:10:11	21530.4	489.294	2006.5	39.8396	55.0003	28.6972	43.5924	0.00363873	13.7019	54.5005	-256.75	0.054579	23.7729	 50
DATA	1617887412	183578014	10520	0	2021-04-08	15:10:12	21526.4	490.745	2006.53	39.8392	55.0003	28.6964	43.5924	0.00365064	13.702	54.5005	-315.5	0.054579	23.7729	228
DATA	1617887413	183578014	10524	0	2021-04-08	15:10:13	21523	490.282	2006.39	39.84	55.0003	28.6943	43.5924	0.0036373	13.7009	54.5007	-160.25	0.054579	23.7729	 79
DATA	1617887414	183578014	10528	0	2021-04-08	15:10:14	21517.2	489.34	2006.18	39.8388	55.0003	28.6927	43.5924	0.00364177	13.7027	54.5011	-287.75	0.054579	23.7729	 57
DATA	1617887415	183578014	10532	0	2021-04-08	15:10:15	21519.8	489.045	2006.12	39.8396	55.0003	28.6902	43.5924	0.00364329	13.7019	54.5013	-200.75	0.054579	23.7768	 88
DATA	1617887416	183240890	10536	0	2021-04-08	15:10:16	21527.1	489.219	2006.27	39.84	55.0003	28.6894	43.5924	0.00364616	13.7015	54.5013	-304.25	0.054579	23.7768	244
DATA	1617887417	183240890	10540	0	2021-04-08	15:10:17	21545.6	489.286	2006.4	39.8388	55.0003	28.6878	43.5924	0.00365489	13.701	54.5013	-193.25	0.054579	23.7776	 15
DATA	1617887418	183240890	10544	0	2021-04-08	15:10:18	21561.7	490.899	2006.33	39.84	55.0003	28.6845	43.592	0.00366408	13.7013	54.5007	-315.25	0.0540183	23.7753	235
DATA	1617887419	183240890	10548	0	2021-04-08	15:10:19	21571.9	490.098	2006.17	39.8405	55.0003	28.6832	43.5917	0.00367285	13.7009	54.5005	-181.25	0.0538314	23.7729	146
DATA	1617887420	183240890	10552	0	2021-04-08	15:10:20	21579.5	489.076	2006.29	39.84	55.0003	28.6799	43.5917	0.00367542	13.7012	54.5005	-143.75	0.0538314	23.7729	 40
DATA	1617887421	183240890	10556	0	2021-04-08	15:10:21	21584.5	488.764	2006.22	39.8409	55.0003	28.6804	43.5917	0.00364863	13.7008	54.5005	-45	0.0538314	23.7729	193
DATA	1617887422	183240890	10560	0	2021-04-08	15:10:22	21597.4	489.371	2006.27	39.8413	55.0003	28.6808	43.5917	0.00363962	13.7011	54.5005	-103.75	0.0538314	23.7737	125
DATA	1617887423	183240890	10564	0	2021-04-08	15:10:23	21610.6	489.633	2006.43	39.8413	55.0003	28.6808	43.5917	0.00363491	13.7004	54.5005	-199.5	0.0538314	23.7729	 78
DATA	1617887424	182892084	10568	0	2021-04-08	15:10:24	21620.2	490.428	2006.38	39.8409	55.0005	28.6795	43.5917	0.00365614	13.7002	54.5005	-200	0.0538314	23.7733	230
DATA	1617887425	182892084	10572	0	2021-04-08	15:10:25	21631	489.913	2006.4	39.8413	55.001	28.6762	43.5917	0.00365642	13.7003	54.5005	-82.75	0.0538314	23.7737	142
DATA	1617887426	182892084	10576	0	2021-04-08	15:10:26	21629.3	489.344	2006.2	39.8425	55.001	28.6771	43.5917	0.00365867	13.7007	54.5005	-242	0.0538314	23.7737	156
DATA	1617887427	182892084	10580	0	2021-04-08	15:10:27	21626.9	489.059	2006.24	39.8421	55.001	28.675	43.5917	0.00365276	13.7007	54.5005	-175.25	0.0538314	23.7733	 44
DATA	1617887428	182892084	10584	0	2021-04-08	15:10:28	21624.3	488.468	2006.34	39.8417	55.001	28.673	43.5917	0.00364674	13.7001	54.5005	-263.5	0.0538314	23.7745	251
DATA	1617887429	182892084	10588	0	2021-04-08	15:10:29	21625.3	488.852	2006.46	39.8409	55.001	28.6713	43.5917	0.00364076	13.7005	54.5005	-186.75	0.0538314	23.7729	113
DATA	1617887430	182892084	10592	0	2021-04-08	15:10:30	21628	490.702	2006.52	39.8421	55.001	28.6697	43.5917	0.00365798	13.7002	54.5005	-324.75	0.0538314	23.7733	241
DATA	1617887431	182559967	10596	0	2021-04-08	15:10:31	21636.1	490.037	2006.32	39.8405	55.001	28.6668	43.5917	0.00366112	13.7002	54.5005	-115.5	0.0538314	23.7733	 18
DATA	1617887432	182559967	10600	0	2021-04-08	15:10:32	21643.6	488.858	2006.23	39.8413	55.001	28.6635	43.5917	0.00366343	13.7002	54.5005	-342	0.0538314	23.7729	190
DATA	1617887433	182559967	10604	0	2021-04-08	15:10:33	21647.8	488.223	2006.23	39.8413	55.001	28.6618	43.5917	0.00367793	13.7	54.5005	-188.25	0.0536445	23.7733	208
DATA	1617887434	182559967	10608	0	2021-04-08	15:10:34	21650.1	487.996	2006.49	39.84	55.0012	28.6581	43.5905	0.00366623	13.7003	54.5005	-210.25	0.0525232	23.7733	 31
DATA	1617887435	182559967	10612	0	2021-04-08	15:10:35	21651.8	489.591	2006.37	39.8413	55.0018	28.6549	43.59	0.00367275	13.7	54.5005	-269.25	0.0523363	23.7737	169
DATA	1617887436	182559967	10616	0	2021-04-08	15:10:36	21658.3	490.627	2006.56	39.8413	55.0018	28.6549	43.5902	0.00367664	13.7002	54.5005	-275.5	0.0523363	23.7737	107
DATA	1617887437	182559967	10620	0	2021-04-08	15:10:37	21667	489.787	2006.24	39.8409	55.0018	28.6516	43.5902	0.00367386	13.7004	54.5005	-269	0.0523363	23.7733	175
DATA	1617887438	182559967	10624	0	2021-04-08	15:10:38	21677.2	488.511	2006.11	39.8425	55.0018	28.6507	43.5902	0.00365327	13.6999	54.5005	-196.75	0.0523363	23.7741	167
DATA	1617887439	182223081	10628	0	2021-04-08	15:10:39	21685.2	487.944	2006.19	39.8425	55.001	28.6499	43.5902	0.0036687	13.7005	54.5005	-246.25	0.0523363	23.7733	 45
DATA	1617887440	182223081	10632	0	2021-04-08	15:10:40	21692.7	488.722	2006.13	39.8433	55.001	28.6466	43.5902	0.00367364	13.7004	54.5005	-302.75	0.0523363	23.7733	 53
DATA	1617887441	182223081	10636	0	2021-04-08	15:10:41	21698	488.717	2006.54	39.8433	55.001	28.6446	43.5902	0.00366824	13.6996	54.5005	-234	0.0523363	23.7733	 96
DATA	1617887442	182223081	10640	0	2021-04-08	15:10:42	21706.9	489.651	2006.59	39.8429	55.0006	28.6442	43.5902	0.00366639	13.6996	54.5013	-337.5	0.0523363	23.7733	 93
DATA	1617887443	182223081	10644	0	2021-04-08	15:10:43	21711.5	489.924	2006.06	39.8433	55.0003	28.6409	43.5902	0.00367356	13.6998	54.5013	-326	0.0523363	23.7753	237
DATA	1617887444	182223081	10648	0	2021-04-08	15:10:44	21715.1	489.331	2006.28	39.8429	55.0003	28.638	43.5902	0.00368524	13.6989	54.5013	-257.25	0.0523363	23.7784	 92
DATA	1617887445	182223081	10652	0	2021-04-08	15:10:45	21721.1	488.417	2006.02	39.8429	55.0003	28.6351	43.5902	0.00367096	13.7001	54.5013	-178	0.0523363	23.778	164
DATA	1617887446	181881904	10656	0	2021-04-08	15:10:46	21727.2	489.029	2006.23	39.8413	55.0003	28.6343	43.5902	0.00368172	13.6994	54.5013	-132.25	0.0523363	23.778	 86
DATA	1617887447	181881904	10660	0	2021-04-08	15:10:47	21734.4	488.293	2006.62	39.8433	55.0003	28.6335	43.5902	0.0036768	13.6997	54.5007	49	0.0523363	23.7784	125
DATA	1617887448	181881904	10664	0	2021-04-08	15:10:48	21742.6	489.435	2006.47	39.8433	55.0003	28.6355	43.5902	0.00366599	13.6991	54.5005	-52.25	0.0523363	23.7768	118
DATA	1617887449	181881904	10668	0	2021-04-08	15:10:49	21750.3	490.306	2006.43	39.8446	55.0003	28.6363	43.5902	0.00365806	13.6992	54.5004	98	0.0523363	23.7741	161
DATA	1617887450	181881904	10672	0	2021-04-08	15:10:50	21757.3	489.439	2006.13	39.8446	55.0003	28.6359	43.5902	0.00366949	13.6988	54.4998	-86	0.0523363	23.7741	241
DATA	1617887451	181881904	10676	0	2021-04-08	15:10:51	21762.1	488.822	2005.9	39.8442	55.0003	28.6368	43.5902	0.00367114	13.6994	54.4998	-122.75	0.0523363	23.7737	112
DATA	1617887452	181881904	10680	0	2021-04-08	15:10:52	21768.5	488.184	2006.25	39.8442	55.0003	28.6359	43.5902	0.00366799	13.6988	54.4998	-0.75	0.0523363	23.7741	 82
DATA	1617887453	181881904	10684	0	2021-04-08	15:10:53	21775	488.463	2006.19	39.8442	55.0003	28.6343	43.5902	0.00366381	13.6994	54.4998	-252	0.0523363	23.7733	175
DATA	1617887454	181545019	10688	0	2021-04-08	15:10:54	21780.6	488.58	2006.5	39.8446	55.0003	28.6322	43.5902	0.00367943	13.7001	54.4998	-146.75	0.0523363	23.7737	 60
DATA	1617887455	181545019	10692	0	2021-04-08	15:10:55	21788.9	489.258	2006.51	39.845	55.0003	28.6322	43.5902	0.00367689	13.6988	54.4998	-183.5	0.0523363	23.7737	 91
DATA	1617887456	181545019	10696	0	2021-04-08	15:10:56	21798.7	489.3	2006.17	39.8454	55.0003	28.6298	43.5902	0.00367597	13.699	54.4998	-265.5	0.0521495	23.7737	  2
DATA	1617887457	181545019	10700	0	2021-04-08	15:10:57	21807.2	489.276	2006.42	39.8437	55.0003	28.6289	43.5892	0.00367718	13.698	54.4998	-130.5	0.0515888	23.7737	 85
DATA	1617887458	181545019	10704	0	2021-04-08	15:10:58	21811.8	487.666	2006.17	39.8446	55.0003	28.6281	43.5894	0.00368124	13.6989	54.4998	-253.25	0.0515888	23.7737	194
DATA	1617887459	181545019	10708	0	2021-04-08	15:10:59	21813.2	488.166	2006.34	39.845	55.0003	28.6281	43.5894	0.00368866	13.6987	54.4998	-315.5	0.0515888	23.7737	 98
DATA	1617887460	181545019	10712	0	2021-04-08	15:11:00	21811.7	489.197	2006.45	39.8454	55.0003	28.6261	43.5894	0.00368685	13.6988	54.4998	-130.5	0.0515888	23.7737	127
DATA	1617887461	181200981	10716	0	2021-04-08	15:11:01	21814.6	489.501	2006.27	39.8446	55.0003	28.6257	43.5894	0.00369317	13.6982	54.4998	-413.5	0.0515888	23.7741	112
DATA	1617887462	181200981	10720	0	2021-04-08	15:11:02	21817.2	488.851	2006.42	39.8446	55.0003	28.6211	43.5894	0.00368359	13.6993	54.4998	-337.5	0.0515888	23.7741	114
DATA	1617887463	181200981	10724	0	2021-04-08	15:11:03	21818.3	489.511	2006.34	39.8446	55.0003	28.6174	43.5894	0.00369416	13.6987	54.4998	-167.5	0.0515888	23.7733	125
DATA	1617887464	181200981	10728	0	2021-04-08	15:11:04	21822.6	488.301	2006.18	39.8446	55.0003	28.617	43.5894	0.00367394	13.6986	54.4998	-204.25	0.0515888	23.7741	118
DATA	1617887465	181200981	10732	0	2021-04-08	15:11:05	21827.5	487.681	2006.26	39.8458	55.0003	28.6141	43.5894	0.0036524	13.6992	54.4998	95	0.0515888	23.7741	136
DATA	1617887466	181200981	10736	0	2021-04-08	15:11:06	21833.1	487.626	2006.08	39.8462	55.0003	28.615	43.5894	0.00365243	13.6992	54.4998	-239.25	0.0515888	23.7741	118
DATA	1617887467	181200981	10740	0	2021-04-08	15:11:07	21840.1	488.212	2006.46	39.8466	55.0003	28.6145	43.5894	0.00365015	13.6986	54.4998	-83.25	0.0515888	23.7741	112
DATA	1617887468	181200981	10744	0	2021-04-08	15:11:08	21846.9	489.267	2006.56	39.8462	55.0005	28.6113	43.5892	0.00366229	13.699	54.4998	-308.5	0.051215	23.7737	 24
DATA	1617887469	180869102	10748	0	2021-04-08	15:11:09	21848.7	489.028	2006.48	39.8462	55.001	28.6096	43.5883	0.00366387	13.6987	54.4998	-236.75	0.0508413	23.7737	158
DATA	1617887470	180869102	10752	0	2021-04-08	15:11:10	21844	489.194	2006.38	39.8466	55.001	28.6096	43.5887	0.00366137	13.6978	54.4998	-211	0.0508413	23.7741	126
DATA	1617887471	180869102	10756	0	2021-04-08	15:11:11	21842	487.658	2006.28	39.8462	55.001	28.6055	43.5887	0.00365915	13.6986	54.4998	-235.75	0.0508413	23.7733	 30
DATA	1617887472	180869102	10760	0	2021-04-08	15:11:12	21842	487.887	2006.18	39.847	55.001	28.6055	43.5883	0.00366063	13.6997	54.4998	-238	0.0508413	23.7737	 83
DATA	1617887473	180869102	10764	0	2021-04-08	15:11:13	21843.5	487.715	2006.21	39.8462	55.001	28.6034	43.5887	0.00366922	13.6985	54.4998	-322.25	0.0508413	23.7733	107
DATA	1617887474	180869102	10768	0	2021-04-08	15:11:14	21845.1	490.21	2006.79	39.8454	55.001	28.5993	43.5887	0.00367902	13.6986	54.4998	-142	0.0508413	23.7733	181
DATA	1617887475	180869102	10772	0	2021-04-08	15:11:15	21849.7	488.782	2006.77	39.8466	55.001	28.5977	43.5883	0.00367075	13.6985	54.4998	-301.25	0.0508413	23.7733	146
DATA	1617887476	180526018	10776	0	2021-04-08	15:11:16	21852.2	489.498	2006.52	39.8462	55.001	28.5952	43.5887	0.00367374	13.698	54.4998	-187.25	0.0508413	23.7737	 93
DATA	1617887477	180526018	10780	0	2021-04-08	15:11:17	21856.1	488.126	2006.42	39.8458	55.001	28.5936	43.5887	0.00367481	13.6981	54.4998	-40.25	0.0506544	23.7737	 77
DATA	1617887478	180526018	10784	0	2021-04-08	15:11:18	21859.7	488.251	2006.21	39.8458	55.001	28.5923	43.5876	0.00369257	13.6989	54.4998	-210.75	0.0500937	23.7737	145
DATA	1617887479	180526018	10788	0	2021-04-08	15:11:19	21860.5	488.254	2006.37	39.8458	55.0016	28.5903	43.5879	0.00368493	13.698	54.4998	-239.75	0.0500937	23.7745	160
DATA	1617887480	180526018	10792	0	2021-04-08	15:11:20	21867.5	488.572	2006.67	39.8462	55.0018	28.5899	43.5879	0.00368217	13.6987	54.4998	-230	0.0500937	23.7741	 45
DATA	1617887481	180526018	10796	0	2021-04-08	15:11:21	21874	489.137	2006.69	39.8458	55.0018	28.5886	43.5879	0.00369742	13.6984	54.5002	-365.5	0.0500937	23.7741	 37
DATA	1617887482	180526018	10800	0	2021-04-08	15:11:22	21883	488.892	2006.45	39.8462	55.0018	28.5862	43.5879	0.0036878	13.6988	54.5005	-256.75	0.0500937	23.7737	 34
DATA	1617887483	180526018	10804	0	2021-04-08	15:11:23	21891.2	488.402	2006.45	39.8479	55.0018	28.5853	43.5879	0.00366875	13.6987	54.5005	-274.5	0.0500937	23.7745	124
DATA	1617887484	180186033	10808	0	2021-04-08	15:11:24	21897.5	487.98	2006.29	39.8479	55.0016	28.5821	43.5877	0.00367247	13.6979	54.5005	-198.25	0.0500937	23.7737	144
DATA	1617887485	180186033	10812	0	2021-04-08	15:11:25	21903.4	487.465	2006.16	39.8474	55.001	28.5804	43.5876	0.00367402	13.6986	54.5005	-213.25	0.0500937	23.7741	 85
DATA	1617887486	180186033	10816	0	2021-04-08	15:11:26	21906.8	487.552	2006.4	39.8487	55.001	28.5792	43.5879	0.00369431	13.6981	54.5005	-305.75	0.0500937	23.7741	 63
DATA	1617887487	180186033	10820	0	2021-04-08	15:11:27	21917.4	488.808	2006.66	39.8474	55.0008	28.5767	43.5879	0.00368725	13.6975	54.5005	-296.75	0.0500937	23.7737	194
DATA	1617887488	180186033	10824	0	2021-04-08	15:11:28	21925.7	489.921	2006.61	39.8483	55.0003	28.5742	43.5879	0.00368243	13.698	54.5005	-281	0.0500937	23.7733	217
DATA	1617887489	180186033	10828	0	2021-04-08	15:11:29	21931.1	488.265	2006.49	39.8483	55.0003	28.5718	43.5877	0.00368579	13.6984	54.5005	-201.5	0.0497199	23.7733	135
DATA	1617887490	180186033	10832	0	2021-04-08	15:11:30	21930.6	488.613	2006.32	39.8483	55.0003	28.5722	43.5868	0.00369429	13.6984	54.5005	-280.75	0.0493461	23.7733	147
DATA	1617887491	179848909	10836	0	2021-04-08	15:11:31	21927	486.859	2006.37	39.847	55.0003	28.5689	43.5868	0.00367633	13.6975	54.5005	-268.25	0.0493461	23.7741	 54
DATA	1617887492	179848909	10840	0	2021-04-08	15:11:32	21927.7	487.164	2006.36	39.8479	55.0003	28.5648	43.5868	0.00369714	13.698	54.5005	-193	0.0493461	23.7737	252
DATA	1617887493	179848909	10844	0	2021-04-08	15:11:33	21933.1	486.929	2006.36	39.8466	55.0003	28.5644	43.5868	0.00369733	13.6984	54.5005	-159.5	0.0493461	23.7741	142
DATA	1617887494	179848909	10848	0	2021-04-08	15:11:34	21939.4	488.414	2006.78	39.8483	55.0003	28.5627	43.5868	0.00369439	13.698	54.5005	-278.75	0.0493461	23.7741	162
DATA	1617887495	179848909	10852	0	2021-04-08	15:11:35	21945.8	489.129	2006.57	39.8487	54.9999	28.5615	43.5868	0.00369871	13.6976	54.5005	-195	0.0493461	23.7733	 92
DATA	1617887496	179848909	10856	0	2021-04-08	15:11:36	21949.6	488.022	2006.25	39.8483	54.9997	28.5602	43.5872	0.00366647	13.6972	54.5005	130	0.0493461	23.7737	 13
DATA	1617887497	179848909	10860	0	2021-04-08	15:11:37	21951.6	488.207	2006.47	39.8491	55.0001	28.5594	43.5872	0.00366916	13.6971	54.5009	-226	0.0493461	23.7733	 38
DATA	1617887498	179848909	10864	0	2021-04-08	15:11:38	21948.7	487.476	2006.54	39.8491	55.0003	28.5582	43.5872	0.00366625	13.6977	54.5013	-20	0.0493461	23.7733	253
DATA	1617887499	179512977	10868	0	2021-04-08	15:11:39	21943.7	487.678	2006.41	39.8483	55.0003	28.559	43.587	0.0036664	13.6977	54.5013	-192.75	0.0493461	23.7768	 62
DATA	1617887500	179512977	10872	0	2021-04-08	15:11:40	21938.8	487.24	2006.42	39.8495	55.0003	28.5557	43.587	0.00366479	13.6981	54.5013	-140.25	0.0493461	23.7776	 69
DATA	1617887501	179512977	10876	0	2021-04-08	15:11:41	21934.2	487.948	2006.4	39.8487	55.0003	28.5549	43.5868	0.00365688	13.6973	54.5013	19.5	0.0493461	23.778	202
DATA	1617887502	179512977	10880	0	2021-04-08	15:11:42	21937.6	488.817	2006.69	39.8495	55.0003	28.5545	43.5868	0.00367287	13.6975	54.5005	-120.75	0.0493461	23.776	139
DATA	1617887503	179512977	10884	0	2021-04-08	15:11:43	21943.8	487.807	2006.53	39.8495	55.0003	28.5537	43.5872	0.00367209	13.6983	54.5005	-179.75	0.0493461	23.7741	185
